index,station,sitename,unit,first_year,last_year,notes
7561,,Mutambala,1 stuk,1913,NA,Mutambala 1913
7562,,Mutambala,1 omslag,1913,1915,Mutambala (Marungu) 1913-1915
7563,53001,Albertstad,1 omslag,1924,1939,53001 Albertstad 1924-1939
7564,53002,Ankoro,1 omslag,1931,1939,53002 Ankoro 1931-1939
7565,53002,Ankoro,1 omslag,1931,1959,53002 Ankoro 1931-1959
7566,,Boudewijnstad,2 stukken,1912,NA,Boudewijnstad missie 1912
7567,53003,Boudewijnstad,1 pak,1915,1918,53003 Boudewijnstad 1915-1918 1931-1938
7568,53004,Bruges,1 omslag,1934,1939,53004 (Bruges Saint Donat)  1934-1939
7569,53004,Sola,1 omslag,1940,1956,53004 Sola 1940-1956
7570,53005,Kabalo,1 omslag,1931,1939,53005 Kabalo 1931-1939
7571,53005,Kabalo,1 pak,1931,1959,53005 Kabalo 1931-1959
7572,53005,Kabunda,1 omslag,1932,1939,53005 Kabunda 1932-1939
7573,53006,Kakyelo,1 omslag,1937,1939,53006 Kakyelo 1937-1939
7574,53006,Nyunzu,1 omslag,1948,1959,53006 Nyunzu 1948-1959
7575,53007,Kasinge,1 omslag,1937,1959,53007 Kasinge 1937-1959
7576,53008,Katompé,1 omslag,1932,1939,53008 Katompé 1932-1939
7577,53008,Katompé,1 omslag,1932,1959,53008 Katompé 1932-1959
7578,53009,Kiambi,1 omslag,1922,1924,53009 Kiambi 1922-1924 1931-1959
7579,53009,Kiambi,1 omslag,1922,1939,53009 Kiambi 1922-1939
7580,53010,Ankoro,1 omslag,1949,1959,53010 Ankoro 1949-1959
7581,53011,Kala,1 omslag,1938,1953,53011 Kala 1938-1953
7582,53012,Keyberg,1 pak,1937,1953,53012 Keyberg-Plateau 1937-1953
7583,53012,Lumanisha,1 omslag,1948,1959,53012 Lumanisha 1948-1959
7584,53013,Lubunda,1 pak,1934,1951,53013 Lubunda 1934-1951
7585,53013,Kinsonte,1 omslag,1955,1959,53013 Kinsonte 1955-1959
7586,53014,Lusaka,1 pak,1912,1920,53014 Lusaka 1912-1920 1929-1959
7587,53014,Lusaka,1 omslag,1929,1939,53014 Lusaka 1929-1939
7588,53015,Lukafu,1 omslag,1931,1945,53015 Lukafu 1931-1945
7589,53016,Moba,1 omslag,1936,1948,53016 Moba 1936-1948
7590,53016,Kombe,1 omslag,1957,1959,53016 Kombe 1957-1959
7591,53017,Mpala,1 omslag,1930,1959,53017 Mpala 1930-1959
7592,53017,Mpala,1 omslag,1933,1939,53017 Mpala 1933-1939
7593,53018,Kinkotonkoto,1 omslag,1948,1959,53018 Kinkotonkoto 1948-1959
7594,53019,Nyunzu,1 omslag,1933,1959,53019 Nyunzu 1933-1959
7595,53019,Nyunzu,1 omslag,1937,1940,53019 Nyunzu 1937-1940
7596,53019,Pweto,1 omslag,1938,1945,53019 Pweto 1938-1945
7597,53020,Pepa,1 omslag,1932,1959,53020 Pepa-Lufuko 1932-1959
7598,53020,Pepa,1 omslag,1934,1939,53020 Pepa-Lufuko 1934-1939
7599,53021,Piana,1 omslag,1935,1959,53021 Piana 1935-1959
7600,53021,Piana,1 omslag,1936,1939,53021 Piana 1936-1939
7601,53022,Makanta,1 omslag,1959,NA,53022 Makanta 1959
7602,53022,Mutotolwa,1 omslag,1949,1957,53022 Mutotolwa 1949-1957
7603,53023,Katenga,1 omslag,1939,1952,53023 Katenga 1939-1952
7604,53023,Leya,1 omslag,1955,1959,53023 Leya 1955-1959
7605,53025,Kalumbwé,1 omslag,1938,1950,53025 Kalumbwé-Tshinsenda 1938-1950
7606,53025,Muhilas,1 omslag,1944,1959,53025 Muhilas 1944-1959
7607,53026,Sampwe,1 omslag,1935,1939,53026 Sampwe (Ancien) 1935-1939
7608,53026,Bulula,1 omslag,1951,1959,53026 Bulula 1951-1959
7609,53027,Kandefwe,1 omslag,1945,1953,53027 Kandefwe 1945-1953
7610,53027,Kitu,1 omslag,1955,1959,53027 Kitu 1955-1959
7611,53028,Lubunda,1 omslag,1946,1949,53028 Lubunda-Wautot 1946-1949
7612,53028,Mayumba,1 omslag,1953,1956,53028 Mayumba 1953-1956
7613,53029,Lusinga,1 omslag,1941,1946,53029 Lusinga 1941-1946
7614,53029,Mulungoshi,1 omslag,1946,1959,53029 Mulungoshi 1946-1959
7615,53030,Any,1 omslag,1946,1955,53030 Any-Mounouch 1946-1955
7616,53030,Kasongole,1 omslag,1955,1959,53030 Kasongole 1955-1959
7617,53031,Lumono,1 omslag,1947,1959,53031 Lumono 1947-1959
7618,53032,Kapona,1 omslag,1949,1952,53032 Kapona 1949-1952
7619,53032,Kasonge,1 omslag,1956,1959,53032 Kasonge 1956-1959
7620,53033,Albertstad,1 omslag,1950,1959,53033 Albertstad TSF 1950-1959
7621,53034,Kiala,1 omslag,1955,1959,53034 Kiala 1955-1959
7622,53036,Lengwe,1 omslag,1956,1958,53036 Lengwe 1956-1958
7623,53037,Kitengentenge,1 omslag,1957,1959,53037 Kitengentenge (Kabeya May) 1957-1959
7624,53038,Tengo,3 stukken,1953,NA,53038 Tengo 1953
7625,53038,Niemba,1 omslag,1957,1959,53038 Niemba 1957-1959
7626,53039,Lwizi,1 omslag,1957,1959,53039 Lwizi 1957-1959
7627,,Ditunguru,1 stuk,1912,1913,Ditunguru 1912-1913
7628,,Ferme,1 omslag,1912,1913,Ferme Albert 1912-1913
7629,,La,1 omslag,1911,1912,La Chasse - Kisangwe 1911-1912
7630,,Lufira,2 stukken,1912,NA,Lufira 1912
7631,,Mines,2 stukken,1911,1931,Mines de l'Étoile du Congo (UMHK) 1911 1929-1931
7632,,Musonoï,1 omslag,1929,1931,Musonoï 1929-1931
7633,54000,Pweto,1 omslag,1957,1959,54000 Pweto 1957-1959
7634,54001,Chibambo,1 omslag,1935,1939,54001 Chibambo 1935-1939
7635,54001,Chibambo,1 pak,1935,1958,54001 Chibambo 1935-1958
7636,54002,Elisabethstad,1 pak,1910,1912,54002 Elisabethstad 1910-1912
7637,54002,Elisabethstad,1 pak,1913,NA,54002 Elisabethstad 1913
7638,54002,Elisabethstad,1 pak,1914,NA,54002 Elisabethstad 1914
7639,54002,Elisabethstad,1 pak,1915,NA,54002 Elisabethstad 1915
7640,54002,Elisabethstad,1 omslag,1916,1917,54002 Elisabethstad 1916-1917
7641,54002,Elisabethstad,1 pak,1918,1920,54002 Elisabethstad 1918-1920
7642,54002,Elisabethstad,1 pak,1921,1924,54002 Elisabethstad 1921-1924
7643,54002,Elisabethstad,1 pak,1925,1927,54002 Elisabethstad 1925-1927
7644,54002,Elisabethstad,1 omslag,1928,1929,54002 Elisabethstad 1928-1929
7645,54002,Elisabethstad,1 pak,1930,1931,54002 Elisabethstad Observatorium 1930-1931
7646,54002,Elisabethstad,1 pak,1932,1933,54002 Elisabethstad Observatorium 1932-1933
7647,54002,Elisabethstad,1 pak,1934,1935,54002 Elisabethstad Observatorium 1934-1935
7648,54002,Elisabethstad,1 omslag,1936,1937,54002 Elisabethstad Observatorium 1936-1937
7649,54002,Elisabethstad,1 omslag,1938,1939,54002 Elisabethstad Observatorium 1938-1939
7650,54002,Elisabethstad,1 pak,1940,1943,54002 Elisabethstad Observatorium 1940-1943
7651,54002,Elisabethstad,1 pak,1944,1946,54002 Elisabethstad Observatorium 1944-1946
7652,54003,Kabemba,1 omslag,1935,1939,54003 Kabemba 1935-1939
7653,54003,Kabemba,1 omslag,1940,1959,54003 Kabemba 1940-1959
7654,54004,Aux,1 omslag,1948,1954,54004 Aux Sept Sources 1948-1954
7655,54005,Kasenga,1 omslag,1929,1939,54005 Kasenga 1929-1939
7656,54005,Kasenga,1 omslag,1940,1959,54005 Kasenga 1940-1959
7657,54006,Kilwa,1 pak,1929,1949,54006 Kilwa 1929-1949
7658,54006,Kilwa,1 omslag,1957,1959,54006 Kilwa 1957-1959
7659,54007,Kiniama,1 pak,1924,1939,54007 Kiniama 1924 1931-1939
7660,54007,Kiniama,1 pak,1940,1959,54007 Kiniama 1940-1959
7661,54008,Kipushi,1 omslag,1935,1939,54008 Kipushi 1935-1939
7662,54008,Kipushi,1 omslag,1940,1959,54008 Kipushi 1940-1959
7663,54009,Kipushya,1 omslag,1931,1939,54009 Kipushya 1931-1939
7664,54009,Kipushya,1 omslag,1940,1954,54009 Kipushya 1940-1954
7665,54009,Kipushi,3 stukken,1959,NA,54009 Kipushi (Lukumi) Oktober - december 1959
7666,54010,Keyberg,1 stuk  ,1940,1949,54010 Keyberg 1940-1949 Toelichting: bevat handgeschreven overzichtstabel betreffende maandelijkse gegevens over verdamping
7667,54011,Luanza,1 omslag,1935,1959,54011 Luanza 1935-1959
7668,54011,Luanza,1 omslag,1936,1939,54011 Luanza 1936-1939
7669,54012,Lubumbashi,1 omslag,1936,1959,54012 Lubumbashi 1936-1959
7670,,Lukonzolwa,1 stuk ,1911,NA,Lukonzolwa 1911 Toelichting: bevat alleen verwijzingsblad
7671,54013,Lukonzolwa,1 omslag,1931,1939,54013 Lukonzolwa 1931-1939
7672,54013,Lukonzolwa,1 omslag,1931,1959,54013 Lukonzolwa 1931-1959
7673,54014,Musoshi,1 omslag,1935,1938,54014 Musoshi 1935-1938
7674,54014,Musoshi,1 omslag,1935,1956,54014 Musoshi 1935-1956
7675,54015,Kasenga,1 omslag,1951,1959,54015 Kasenga 1951-1959
7676,54016,Sakania,1 omslag,1912,1931,54016 Sakania 1912-19316 1931-1939
7677,54016,Sakania,1 pak,1940,1959,54016 Sakania 1940-1959
7678,54017,Tshinsenda,1 omslag,1911,1913,54017 Tshinsenda 1911-1913 1929-1939
7679,54017,Tshinsenda,1 pak,1940,1959,54017 Tshinsenda 1940-1959
7680,54018,Tumbwé,1 omslag,1935,1948,54018 Tumbwé 1935-1948
7681,54018,Kundelungu,1 omslag,1952,1959,54018 Kundelungu 1952-1959
7682,54019,Welgelegen,1 omslag,1912,1913,54019 Welgelegen 1912-1913 1935-1939
7683,54019,Welgelegen,1 omslag,1940,1956,54019 Welgelegen 1940-1956
7684,54020,Kalumbwe,1 omslag,1950,1959,54020 Kalumbwe 1950-1959
7685,54021,Tera,1 omslag,1939,1959,54021 Tera 1939-1959
7686,54022,Kashobwe,1 omslag,1955,1959,54022 Kashobwe 1955-1959
7687,54023,Kipopo,1 omslag,1954,1955,54023 Kipopo 1954-1955
7688,54024,Karavia,1 omslag,1958,1959,54024 Karavia 1958-1959
7689,54025,Kipushya,2 stukken,1959,NA,54025 Kipushya 1959
7690,,Elisabethstad,1 omslag,1926,1936,Elisabethstad Arboretum 1926-1936
7691,,Elisabethstad,1 omslag,1939,NA,Elisabethstad "Aux Roches" 1939
7692,,Munama,1 omslag,1912,1932,Munama 1912-1932
7693,,Nieuwdorp,1 omslag,1911,1913,Nieuwdorp 1911-1913
7694,,Ruashi,2 stukken,1929,1932,Ruashi 1929-1932 1937
7695,61000,Katako,1 omslag,1951,1959,61000 Katako-Kombe 1951-1959
7696,61001,Baka,1 omslag,1937,1939,61001 Baka Mbule (Bena Tshadi) 1937-1939
7697,61001,Baka,1 pak,1940,1959,61001 Baka Mbule (Bena Tshadi) 1940-1959
7698,61002,Bena,1 omslag,1937,1939,61002 Bena-Dibele 1937-1939
7699,61002,Bena,1 omslag,1940,1959,61002 Bena-Dibele 1940-1959
7700,61003,Booke,1 pak,1937,1959,61003 Booke 1937-1959
7701,61003,Ipami,1 omslag,1954,1955,61003 Ipami 1954-1955
7702,61004,Omendjadi,1 omslag,1955,1959,61004 Omendjadi 1955-1959
7703,61005,Dimbelenge,1 omslag,1933,1939,61005 Dimbelenge 1933-1939
7704,61005,Dimbelenge,1 pak,1940,1959,61005 Dimbelenge 1940-1959
7705,61006,Gandajika,1 pak,1940,1954,61006 Gandajika 1940-1954
7706,61010,Kamba,1 omslag,1937,1939,61010 Kamba 1937-1939
7707,61010,Kamba,1 omslag,1940,1953,61010 Kamba 1940-1953
7708,61017,Kole,1 omslag,1937,1939,61017 Kole 1937-1939
7709,61017,Kole,1 pak,1940,1956,61017 Kole 1940-1956
7710,,Lodja,1 omslag,1924,NA,Lodja Missie 1924
7711,61018,Lodja,1 omslag,1937,1939,61018 Lodja 1937-1939
7712,61018,Lodja,1 pak,1940,1959,61018 Lodja 1940-1959
7713,61019,Lodja,1 omslag,1937,1959,61019 Lodja Dengenga 1937-1959
7714,61020,Lomela,1 omslag,1931,1939,61020 Lomela 1931-1939
7715,61020,Lomela,1 pak,1931,1959,61020 Lomela 1931-1959
7716,61021,Lubefu,1 omslag,1924,1959,61021 Lubefu 1924-1959
7717,61021,Lubefu,1 omslag,1930,1939,61021 Lubefu 1930 1935-1939
7718,61022,Lusambo,1 pak,1910,1959,61022 Lusambo 1910-1959
7719,61022,Lusambo,1 omslag,1913,1919,61022 Lusambo 1913-1919
7720,61022,Lusambo,1 pak,1920,1929,61022 Lusambo 1920-1929
7721,61022,Lusambo,1 omslag,1930,1939,61022 Lusambo 1930-1939
7722,61023,Loto,1 pak,1930,1932,61023 Loto 1930-1932 1938-1950
7723,61029,Pania,1 pak,1931,1950,61029 Pania Mutombo 1931-1950
7724,61033,Tshumbe,1 omslag,1935,1939,61033 Tshumbe Sainte-Marie 1935-1939
7725,61033,Tshumbe,1 omslag,1935,1959,61033 Tshumbe Sainte-Marie 1935-1959
7726,61034,Wembo,1 omslag,1922,1924,61034 Wembo-Niama 1922-1924 1929-1939
7727,61034,Wembo,1 omslag,1922,1959,61034 Wembo-Niama 1922-1959
7728,61035,Kondue,1 omslag,1937,1939,61035 Kondue 1937-1939
7729,61035,Kondue,1 pak,1937,1956,61035 Kondue 1937-1956
7730,61037,Katako,1 omslag,1933,1943,61037 Katako-Kombe 1933-1943
7731,61038,Wembo,1 omslag,1937,1959,61038 Wembo-Niama 1937-1959
7732,61041,Lomela,1 omslag,1937,1959,61041 Lomela 1937-1959
7733,61042,Lusambo,1 omslag,1937,1959,61042 Lusambo 1937-1959
7734,61043,Musadi,1 omslag,1937,1943,61043 Musadi 1937-1943
7735,61043,Lodja,1 omslag,1944,1959,61043 Lodja 1944-1959
7736,61044,Mudimbi,1 omslag,1937,1959,61044 Mudimbi 1937-1959
7737,61045,Katako,1 omslag,1937,1956,61045 Katako 1937-1956
7738,61049,Lubefu,1 omslag,1937,1959,61049 Lubefu 1937-1959
7739,61050,Omendjadi,1 omslag,1939,1949,61050 Omendjadi 1939-1949
7740,61050,Kutu,1 omslag,1944,1959,61050 Kutu-Songo 1944-1959
7741,61051,Sangaïe,1 omslag,1921,1926,61051 Sangaïe 1921-1926
7742,61051,Sangaïe,1 pak,1921,1939,61051 Sangaïe 1921-1939
7743,61052,Loto,1 omslag,1943,1954,61052 Loto 1943-1954
7744,61053,Elingampangu,1 omslag,1950,1959,61053 Elingampangu 1950-1959
7745,,Mukumari,1 omslag,1949,1963,Mukumari 1949-1963
7746,62001,Basongo,1 omslag,1913,1914,62001 Basongo 1913-1914 en 1931-1939
7747,62001,Basongo,1 omslag,1913,1914,62001 Basongo 1913-19141931-1959
7748,62002,Dekese,1 omslag,1924,1939,62002 Dekese 1924 1932-1939
7749,62002,Dekese,1 pak,1932,1959,62002 Dekese 1932-1959
7750,62003,Mbanga,1 omslag,1954,1959,62003 Mbanga-Banneux 1954-1959
7751,62004,Tshitadi,1 omslag,1952,1955,62004 Tshitadi 1952-1955
7752,62005,Beya,1 omslag,1953,1956,62005 Beya-Bwanga 1953-1956
7753,62006,Kakenge,1 omslag,1938,NA,62006 Kakenge 1938
7754,62006,Kakenge,1 pak,1938,1953,62006 Kakenge 1938-1953
7755,62007,Luebo,1 pak,1920,1939,62007 Luebo 1920-1939
7756,62007,Luebo,1 pak,1924,1959,62007 Luebo 1924-1959
7757,62008,Bena,1 omslag,1957,1959,62008 Bena Leka (Kashama) 1957-1959
7758,62009,Luluabourg,1 omslag,1938,1940,62009 Luluabourg 1938-1940
7759,62010,Denyunyu,1 omslag,1953,1959,62010 Denyunyu 1953-1959
7760,62011,Bakwa,1 omslag,1957,1959,62011 Bakwa Meta 1957-1959
7761,62012,Mweka,1 omslag,1931,1939,62012 Mweka 1931-1939
7762,62012,Mweka,1 pak,1931,1959,62012 Mweka 1931-1959
7763,62013,Matamba,1 pak,1938,1959,62013 Matamba 1938-1959
7764,62014,Port,1 omslag,1930,1939,62014 Port Francqui 1930-1939
7765,62014,Port,1 pak,1930,1959,62014 Port-Francqui 1930-1959
7766,62015,Tshikapa,1 pak,1925,1959,62015 Tshikapa 19251933-1959
7767,62015,Tshikapa,1 omslag,1935,1939,62015 Tshikapa 1935-1939
7768,62016,Tshibala,1 omslag,1950,1951,62016 Tshibala 1950-1951
7769,62017,Luluaburg,1 pak,1920,1959,62017 Luluaburg 1920-1959
7770,62017,Luluaburg,1 pak,1922,1939,62017 Luluaburg 1922-1939
7771,62019,Kashangayi,1 omslag,1938,1939,62019 Kashangayi 1938-1939
7772,62021,Luluabourg,1 omslag,1938,1959,62021 Luluabourg Saint-Joseph 1938-1959
7773,62022,Lumbundji,1 omslag,1939,1959,62022 Lumbundji 1939-1959
7774,62023,Mai,1 omslag,1937,1959,62023 Mai Munene 1937-1959
7775,62024,Demba,1 omslag,1937,1959,62024 Demba 1937-1959
7776,62025,Kazumba,1 omslag,1948,1959,62025 Kazumba 1948-1959
7777,62026,Yangweji,1 omslag,1932,1934,62026 Yangweji 1932-1934 1939-1959
7778,62027,Kabwe,1 pak,1930,1959,62027 Kabwe 1930 1939-1959
7779,,Galli,1 stuk,1913,1915,Galli-Koko 1913-1915
7780,,Kamponde,1 pak,1939,1959,Kamponde 1939-1959
7781,,Kina,1 omslag,1931,1933,Kina - Chapoirs Saint-Hubert 1931-1933
7782,,Kwilombinga,3 stukken,1930,NA,Kwilombinga 1930
7783,,Miao,1 pak,1913,1919,Miao 1913-1919
7784,,Tshisuku,1 stuk ,1931,1932,Tshisuku 1931-1932 Toelichting: bevat vermelding «chiffres fantaisistes»
7785,63000,Gandajika,1 omslag,1930,1939,63000 Gandajika 1930-1939
7786,63000,Luputa,1 omslag,1951,1959,63000 Luputa 1951-1959
7787,63001,Sineloka,1 omslag,1945,1949,63001 Sineloka 1945-1949
7788,63001,Mulundu,1 omslag,1949,1959,63001 Mulundu-Luputa 1949-1959
7789,63002,Bibanga,1 omslag,1937,1947,63002 Bibanga 1937-1947
7790,63002,Bena,1 omslag,1950,1959,63002 Bena Sona 1950-1959
7791,63003,Luputa,1 pak,1931,1936,63003 Luputa 1931-1936 1940-1953
7792,63003,Kuluie,1 omslag,1955,1959,63003 Kuluie 1955-1959
7793,63004,Luputa,1 omslag,1938,1953,63004 Luputa 1938-1953
7794,63005,Gandajika,1 omslag,1930,1939,63005 Gandajika 1930-1939
7795,63006,Kabinda,1 pak,1917,1921,63006 Kabinda 1917-1921
7796,63006,Kabinda,1 pak,1917,1959,63006 Kabinda 1917-1959
7797,63006,Kabinda,1 omslag,1930,1939,63006 Kabinda 1930-1939
7798,63007,Milondo,1 omslag,1959,NA,63007 Milondo 1959
7799,63007,Kamami,1 omslag,1934,1953,63007 Kamami 1934-1953
7800,63008,Kamana,1 omslag,1933,1938,63008 Kamana 1933-1938
7801,63008,Kamana,1 omslag,1933,1959,63008 Kamana 1933-1959
7802,63009,Kambaye,1 omslag,1929,1939,63009 Kambaye 1929-1939
7803,63009,Kambaye,1 omslag,1929,1959,63009 Kambaye 1929-1959
7804,63010,Kamende,1 omslag,1935,1959,63010 Kamende 1935-1959
7805,63010,Kamende,1 omslag,1936,1938,63010 Kamende 1936-1938
7806,63011,Katanda,1 pak,1938,1959,63011 Katanda 1938-1959
7807,63012,Kipushia,1 omslag,1937,1945,63012 Kipushia 1937-1945
7808,63013,Kisengwa,1 omslag,1932,1959,63013 Kisengwa 1932-1959
7809,63014,Mani,1 omslag,1936,1939,63014 Mani 1936-1939
7810,63014,Mani,1 omslag,1936,1959,63014 Mani 1936-1959
7811,63015,Mitombe,1 omslag,1937,1938,63015 Mitombe 1937-1938
7812,63015,Mitombe,1 omslag,1937,1959,63015 Mitombe 1937-1959
7813,63016,Mwango,1 omslag,1935,1959,63016 Mwango 1935-1959
7814,63017,Tshilenge,1 omslag,1948,1950,63017 Tshilenge 1948-1950
7815,63018,Mwene,1 omslag,1931,1953,63018 Mwene Ditu 1931-1953
7816,63019,Pengé,1 omslag,1932,1939,63019 Pengé 1932-1939
7817,63019,Pengé,1 omslag,1932,1959,63019 Pengé 1932-1959
7818,63020,Tshofa,1 pak,1931,1955,63020 Tshofa 1931-1955
7819,63020,Sentery,1 omslag,1955,1959,63020 Sentery 1955-1959
7820,63021,Tshimboko,1 omslag,1935,1959,63021 Tshimboko 1935-1959
7821,63022,Sentery,1 omslag,1934,1959,63022 Sentery 1934-1959
7822,63023,Tshofa,1 omslag,1934,1959,63023 Tshofa 1934-1959
7823,63024,Kisengwa,1 omslag,1935,1959,63024 Kisengwa 1935-1959
7824,63024,Kisengwa,1 omslag,1936,1938,63024 Kisengwa 1936-1938
7825,63025,Mwene,1 omslag,1931,1939,63025 Mwene Ditu 1931-1939
7826,63025,Mwene,1 omslag,1935,1959,63025 Mwene Ditu 1935-1959
7827,63026,Gandajika,1 omslag,1935,1959,63026 Gandajika 1935-1959
7828,63027,Dibaya,1 omslag,1923,1930,63027 Dibaya 1923-1930
7829,63027,Dibaya,1 omslag,1923,1959,63027 Dibaya 1923-1959
7830,63028,Fuamba,1 omslag,1937,1959,63028 Fuamba 1937-1959
7831,63029,Hemptinne,1 pak,1912,1950,63029 Hemptinne Saint-Benoît 1912-1950
7832,63029,Tshishilu,1 omslag,1957,1959,63029 Tshishilu 1957-1959
7833,63030,Luisa,1 omslag,1925,1934,63030 Luisa 1925-1934
7834,63030,Luisa,1 pak,1925,1959,63030 Luisa 1925-1959
7835,63031,Mazia,1 omslag,1929,1934,63031 Mazia Mpata 1929-1934
7836,63031,Mazia,1 omslag,1929,1959,63031 Mazia Mpata 1929-1959
7837,63032,Molowaie,1 omslag,1937,1949,63032 Molowaie 1937-1949
7838,63032,Salushimba,1 omslag,1957,1959,63032 Salushimba 1957-1959
7839,63033,Tshilunde,1 omslag,1929,1959,63033 Tshilunde 1929-1959
7840,63034,Tshintshanku,1 omslag,1949,1950,63034 Tshintshanku 1949-1950 en 1959
7841,63035,Kabwanga,1 omslag,1938,1959,63035 Kabwanga 1938-1959
7842,63036,Masuika,1 omslag,1939,1959,63036 Masuika 1939-1959
7843,63038,Lubondaie,1 omslag,1941,1958,63038 Lubondaie 1941-1958
7844,63039,Mundenbo,2 stukken,1959,NA,63039 Mundenbo 1959
7845,63040,Mwene,1 omslag,1937,1959,63040 Mwene Ditu 1937-1959
7846,63041,Kabuluku,1 omslag,1948,1954,63041 Kabuluku 1948-1954
7847,63042,Kalenda,1 omslag,1952,1959,63042 Kalenda 1952-1959
7848,63043,Bakwanga,1 omslag,1952,1959,63043 Bakwanga 1952-1959
7849,,Kashiba,1 omslag,1937,1938,Kashiba 1937-1938
7850,,Kitole,1 omslag,1934,NA,Kitole 1934
7851,71000,Astrida,1 omslag,1951,1959,71000 Astrida 1951-1959
7852,71001,Astrida,1 omslag,1928,1959,71001 Astrida (Scholengroep) 1928-1959
7853,71001,Astrida,1 omslag,1930,1936,71001 Astrida (Missie) 1930-1936
7854,71001,Astrida,1 pak,1935,1946,71001 Astrida (Missie) 1935-1946
7855,71002,Musha,1 omslag,1948,NA,71002 Musha 1948
7856,71002,Astrida,1 omslag,1934,1942,71002 Astrida (School) 1934-1942
7857,71003,Biumba,1 omslag,1931,1939,71003 Biumba 1931-1939
7858,71003,Biumba,1 omslag,1940,1959,71003 Biumba 1940-1959
7859,71003,Rwinkwavu,1 omslag,1954,1959,71003 Rwinkwavu 1954-1959
7860,71004,Ndongozi,1 omslag,1959,NA,71004 Ndongozi 1959
7861,71004,Bugarama,1 omslag,1935,1939,71004 Bugarama 1935-1939
7862,71004,Bugaruma,1 omslag,1940,1954,71004 Bugaruma 1940-1954
7863,71005,Tshyanika,1 omslag,1936,1959,71005 Tshyanika 1936-1959
7864,71006,Bugalula,1 omslag,1949,1953,71006 Bugalula 1949-1953
7865,71007,Gahini,1 omslag,1929,1940,71007 Gahini 1929-1940
7866,71007,Gahini,1 omslag,1940,1959,71007 Gahini 1940-1959
7867,71008,Gitwe,1 pak,1937,1948,71008 Gitwe 1937-1948
7868,71008,Nyagatare,1 omslag,1954,1959,71008 Nyagatare 1954-1959
7869,71009,Iremera,1 omslag,1931,1939,71009 Iremera 1931-1939
7870,71009,Iremera,1 omslag,1940,1959,71009 Iremera 1940-1959
7871,71010,Isavi,1 omslag,1907,1916,71010 Isavi (Save) 1907-1916 1929(?)
7872,71010,Isavi,1 omslag,1940,1955,71010 Isavi (Save) 1940-1955
7873,71011,Kabaya,1 omslag,1928,1940,71011 Kabaya 1928-1940
7874,71011,Rutongo,1 omslag,1948,1958,71011 Rutongo 1948-1958
7875,71012,Kabgayi,1 pak,1920,1939,71012 Kabgayi 1920-1939
7876,71012,Kabgayi,1 omslag,1940,1959,71012 Kabgayi 1940-1959
7877,71013,Kanombe,1 omslag,1937,1941,71013 Kanombe 1937-1941
7878,71013,Mata,1 omslag,1955,1959,71013 Mata 1955-1959
7879,71014,Kanzi,1 omslag,1930,1939,71014 Kanzi 1930-1939
7880,71015,Kanzi,1 omslag,1940,1959,71015 Kanzi 1940-1959
7881,71015,Kigeme,1 omslag,1955,1959,71015 Kigeme 1955-1959
7882,71016,Kibeho,1 omslag,1935,1939,71016 Kibeho 1935-1939
7883,71016,Kibeho,1 omslag,1935,1959,71016 Kibeho 1935-1959
7884,71017,Kibungu,1 omslag,1932,1939,71017 Kibungu 1932-1939
7885,71017,Kibungu,1 omslag,1940,1959,71017 Kibungu 1940-1959
7886,71018,Kigali,1 omslag,1924,1959,71018 Kigali 1924-1959
7887,71018,Kigali,1 omslag,1927,1939,71018 Kigali 1927-1939
7888,71019,Kirambo,1 omslag,1937,1959,71019 Kirambo 1937-1959
7889,71020,Kirinda,1 omslag,1930,1939,71020 Kirinda 1930-1939
7890,71020,Kirinda,1 omslag,1940,1959,71020 Kirinda 1940-1959
7891,71021,Kisenyi,1 pak,1929,1939,71021 Kisenyi 1929-1939
7892,71021,Kisenyi,1 pak,1940,1959,71021 Kisenyi 1940-1959
7893,71022,Kiziguru,1 omslag,1931,1950,71022 Kiziguru 1931-1950
7894,71022,Ruhonde,1 pak,1953,1959,71022 Ruhonde 1953-1959
7895,71023,Tshyahinda,1 omslag,1955,1957,71023 Tshyahinda 1955-1957
7896,71024,Mibirizi,1 omslag,1936,1939,71024 Mibirizi 1936-1939
7897,71024,Mibirizi,1 omslag,1940,1959,71024 Mibirizi 1940-1959
7898,71025,Mubago,1 omslag,1935,1939,71025 Mubago 1935-1939
7899,71025,Mubago,1 omslag,1940,1959,71025 Mubago 1940-1959
7900,71026,Bitsibo,1 omslag,1959,NA,71026 Bitsibo 1959
7901,71026,Muramba,1 omslag,1928,1939,71026 Muramba 1928-1939
7902,71026,Muramba,1 omslag,1940,1953,71026 Muramba (Missie) 1940-1953
7903,71027,Rwankuba,1 omslag,1959,NA,71027 Rwankuba 1959
7904,71027,Murunda,1 omslag,1931,1939,71027 Murunda (Missie) 1931-1939
7905,71027,Murunda,1 omslag,1940,1955,71027 Murunda 1940-1955
7906,71028,Nyundo,1 pak,1924,1939,71028 Nyundo 1924-1939
7907,71028,Nyundo,1 pak,1940,1958,71028 Nyundo 1940-1958
7908,71029,Nyakibanda,1 omslag,1937,1959,71029 Nyakibanda 1937-1959
7909,71030,Nyamasheke,1 pak,1936,1959,71030 Nyamasheke 1936-1959
7910,71031,Nyanza,1 omslag,1922,1939,71031 Nyanza-Ruanda 1922-1939
7911,71031,Nyanza,1 pak,1940,1959,71031 Nyanza-Ruanda 1940-1959
